   2.5889181257460905e+02	   1.0808151250383644e+02	
   2.5972493136784681e+02	   1.0808151250383644e+02	
   2.6055685638708087e+02	   1.0808151250383644e+02	
   2.6184855562100353e+02	   1.2408151250383644e+02	
   2.6251941108446772e+02	   1.1708151250383644e+02	
   2.6409501773176748e+02	   1.2208151250383644e+02	
   2.6565059303067005e+02	   1.1608151250383644e+02	
   2.6692773900271561e+02	   1.2108151250383644e+02	
   2.7095786400111558e+02	   1.2108151250383644e+02	
   2.7192891634453645e+02	   1.1908151250383644e+02	
   2.7481778165264342e+02	   1.2108151250383644e+02	
   2.8026076980435579e+02	   1.1008151250383644e+02	
   2.8098508396726464e+02	   1.1908151250383644e+02	
   2.8654992679172807e+02	   1.2208151250383644e+02	
   2.9043098779305842e+02	   1.1308151250383644e+02	
   2.9684471836318772e+02	   1.2208151250383644e+02	
   3.0000803915134878e+02	   1.1308151250383644e+02	
   3.0605732495349133e+02	   1.2208151250383644e+02	
   3.1188623734141805e+02	   1.1908151250383644e+02	
   3.1466254031725970e+02	   1.2208151250383644e+02	
   3.2025911648412296e+02	   1.1908151250383644e+02	
   3.2185286695137529e+02	   1.2108151250383644e+02	
   3.2714706437620765e+02	   1.1908151250383644e+02	
   3.2987079068789660e+02	   1.1308151250383644e+02	
   3.3216588241129494e+02	   1.1708151250383644e+02	
   3.3564797180683377e+02	   1.2108151250383644e+02	
   3.3615953603374373e+02	   1.1708151250383644e+02	
   3.4093326206200737e+02	   1.1708151250383644e+02	
   3.4603048791862517e+02	   1.2008151250383644e+02	
   3.4742857380452546e+02	   1.1908151250383644e+02	
   3.5219339900775026e+02	   1.2108151250383644e+02	
   3.5850646993415796e+02	   1.0908151250383644e+02	
   3.5964964315922668e+02	   1.2208151250383644e+02	
   3.6645209479240464e+02	   1.2208151250383644e+02	
   3.6959358873826073e+02	   1.1608151250383644e+02	
   3.7143346465208151e+02	   1.2208151250383644e+02	
   3.7781588882865731e+02	   1.2308151250383644e+02	
   3.8021334390519826e+02	   1.1708151250383644e+02	
   3.8576570215621103e+02	   1.1308151250383644e+02	
   3.8932902041276361e+02	   1.1708151250383644e+02	
   3.9248793126493848e+02	   1.1408151250383644e+02	
   4.0250506374726217e+02	   1.1408151250383644e+02	
   4.0260895830964444e+02	   1.1708151250383644e+02	
   4.1152040445308910e+02	   1.2008151250383644e+02	
   4.1446891926104598e+02	   1.1608151250383644e+02	
   4.2575154576020975e+02	   1.1508151250383644e+02	
   4.2911958165800979e+02	   1.2008151250383644e+02	
   4.3514577400284907e+02	   1.1408151250383644e+02	
   4.4182555183052619e+02	   1.2208151250383644e+02	
   4.4741688550397083e+02	   1.1408151250383644e+02	
   4.4882334629595272e+02	   1.2208151250383644e+02	
   4.5900720789681378e+02	   1.1408151250383644e+02	
   4.6049791861618877e+02	   1.1908151250383644e+02	
   4.6994700486267448e+02	   1.1408151250383644e+02	
   4.7377058831760320e+02	   1.1908151250383644e+02	
   4.8185476411862658e+02	   1.1408151250383644e+02	
   4.9360635684505405e+02	   1.1408151250383644e+02	
   4.9361680082733420e+02	   1.1808151250383644e+02	
   5.0479194973727192e+02	   1.1408151250383644e+02	
   5.0800396894195808e+02	   1.1908151250383644e+02	
   5.1492030482317398e+02	   1.0508151250383644e+02	
   5.2209575423727790e+02	   1.1908151250383644e+02	
   5.2566492338398950e+02	   1.0908151250383644e+02	
   5.3324361665145966e+02	   1.1908151250383644e+02	
   5.4812796546941308e+02	   1.2008151250383644e+02	
   5.6390666396281017e+02	   1.2108151250383644e+02	
   5.7631413120202274e+02	   1.2108151250383644e+02	
   5.8930965222319560e+02	   1.2308151250383644e+02	
   6.0711395481739305e+02	   1.2308151250383644e+02	
   6.2296185203479047e+02	   1.2508151250383644e+02	
   6.3645464940307488e+02	   1.2508151250383644e+02	
   6.4889137336225599e+02	   1.2508151250383644e+02	
   6.6358508171279095e+02	   1.2508151250383644e+02	
   6.7735598662908228e+02	   1.2608151250383644e+02	
   6.9248794021648052e+02	   1.2608151250383644e+02	
   7.0517028092865451e+02	   1.2708151250383644e+02	
   7.2004809405097376e+02	   1.2908151250383645e+02	
   7.3256801031965767e+02	   1.2908151250383645e+02	
   7.4437380850121735e+02	   1.3008151250383645e+02	
   7.5706952070546879e+02	   1.3008151250383645e+02	
   7.7002293526967696e+02	   1.3108151250383645e+02	
   7.8521455023835210e+02	   1.2908151250383645e+02	
   7.9704630004845194e+02	   1.1908151250383644e+02	
   8.1204281076049961e+02	   1.2908151250383645e+02	
   8.2610670411208559e+02	   1.2908151250383645e+02	
   8.4045218303950037e+02	   1.3108151250383645e+02	
   8.5367222052726333e+02	   1.3108151250383645e+02	
   8.6582486092810927e+02	   1.3108151250383645e+02	
   8.7611585916255444e+02	   1.3108151250383645e+02	
   8.7611585916255444e+02	   1.3108151250383645e+02	
